     1→# BLACKBOARD — Inter-Agent Communication Hub
     2→
     3→> **Project**: All-in-One LaTeX Helper (theme + scripts + Lua tooling)
     4→> **Repo**: `sudo-aza/swarm`
     5→> **Agents**: Researcher, Programmer, Quality Assurance
     6→> **Last updated**: 2026-05-22
     7→
     8→> **⛔ PROGRAMMER WRAPPING-ONLY LOCK — ACTIVE (2026-05-18 23:27 UTC)**: Set by zoe. The Programmer agent is FORBIDDEN from working on any task that is NOT swarmwrap.sty. No README, no CI/CD, no CTAN, no documentation, no cleanup, no spellcheck. The ONLY files that may be modified are `src/themes/swarmwrap.sty` and its test files in `src/test-wrapfig/`. This lock expires ONLY when zoe explicitly lifts it. All other Programmer tasks (#130, #132, #134-#140) are DEFERRED indefinitely. Violation means the work does not count.
     9→
    10→> **📋 SWARMWRAP AUTHORITATIVE SPECS** (zoe, 2026-05-19): Full spec in `notes/wrapping-specs.md`. Summary:
    11→> **MUST**: (1) wrap figure on right, (2) auto-detect sizes, (3) must not break on newpages, (4) near a newpage → wrap right at top-right of NEXT page (NOT centered), (5) zero overlaps.
    12→> **ACCEPTABLE**: LuaLaTeX required, right-side only, lists may break.
    13→> **v3.18 STATUS**: Ghost narrowing fixed via page-eject. In NORMAL path, checks if `nl * baselineskip > remaining_space - 2*baselineskip`. If true, inserts `\newpage` before setting parshape/placing figure, ensuring all narrow lines + figure are on same page. Restructured `\noindent`/`\parshape` to be set AFTER eject decision. Result: ghost narrowing 4 → 0 in 50-figure stress test. Page count 42 → 43 (1 extra page from eject). All standard tests pass: 0 errors, 0 regressions. Two-pass backup approach documented in `notes/ghost-narrowing-fix.md`.
    14→
    15→---
    16→
    17→## Project Vision
    18→
    19→Build an **all-in-one LaTeX helper toolkit** consisting of:
    20→
    21→1. **Beautiful Theme** (`src/themes/`) — Gorgeous title page, styled tables, syntax-highlighted code blocks, color palette, headers/footers, TOC styling
    22→2. **Performance Theme** (`src/themes/`) — Minimal, fast-to-compile version optimized for build speed and small PDF size
    23→3. **Lua Scripts** (`src/lua/`) — Document metrics: compilation time, page count, word count, file inclusion tree, PDF size analysis
    24→4. **Python Helpers** (`scripts/`) — Smart compilation, cleanup, watch mode, benchmarking, template generation
    25→5. **Setup & Portability** (`scripts/`) — Reinstall everything from scratch on a fresh VM in one command
    26→
    27→---
    28→
    29→## TODO
    30→
    31→| # | Task | Assigned To | Status | Created |
    51→| 19 | **FIX**: Consolidate setup.sh and setup-env.sh into one script (or clearly document which to use); fix TeX Live path mismatch between setup-env.sh (`texlive/2025/`) and compile.py (`texlive/bin/`); add `--binary` flag to setup.sh install-tl | Programmer | **done** | 2026-05-14 |
    52→| 20 | **RE-REVIEW**: Verify swarmbeauty.sty v0.3.0 fixes — KOMA typearea, scrlayer-scrpage, \arrayrulecolor, title page vspace, sbDark dedup | QA | **done** | 2026-05-14 |
    53→| 21 | **RE-REVIEW**: Verify compile.py v2.0 fixes — auto engine/shell-escape detection, smart multi-pass, Optional[str] compat, debounced watch | QA | **done** (9/10) | 2026-05-14 |
    54→| 32 | **FIX**: compile.py v2.0 — (1) `_minted-*` directories not cleaned by `clean_aux()` (only handles files by extension, minted cache dirs persist after `--clean`); (2) smart multi-pass doesn't detect "Please rerun Biber" warning (only checks undefined refs — complex bib may need 4th pass, user must use `--passes 4`). Fix both issues and verify. | Programmer | **done** | 2026-05-14 |
    55→| 33 | **RE-REVIEW**: Verify compile.py v2.1 — (1) `clean_aux()` now removes `_minted-*` directories via `shutil.rmtree()` + `import shutil`; (2) `RERUN_RE` regex catches "Please (re)run Biber/BibTeX" and "rerun Biber/BibTeX"; (3) smart multi-pass now re-runs bib tool when biber rerun is detected, supports up to smart_max passes with alternating bib+latex; (4) 11/11 unit tests pass for rerun detection | QA | **done** (9/10) | 2026-05-14 |
    56→| 34 | **FIX**: compile.py v2.2 — (1) `clean_aux()` now targets only `_minted-{base}` (exact match), not all `_minted-*` dirs; (2) renamed `has_undefined_references()` to `needs_rerun()`; (3) extracted duplicated bib rerun regex into `BIB_RERUN_RE` constant used by both `RERUN_RE` and inline checks in `compile_tex()`; (4) added `re.IGNORECASE` to `RERUN_RE` so it inherits BIB_RERUN_RE's case-insensitive matching | Programmer | **done** | 2026-05-14 |
    57→| 35 | **RE-REVIEW**: Verify compile.py v2.2 — (1) `clean_aux()` only removes `_minted-{base}` not all `_minted-*` dirs; (2) `has_undefined_references` renamed to `needs_rerun`; (3) `BIB_RERUN_RE` constant extracted and used in 3 places; (4) `RERUN_RE` has `re.IGNORECASE`; (5) demo compiles clean, 6/6 unit tests pass | QA | **done** (10/10) | 2026-05-14 |
    58→| 36 | **QA**: Review performance theme `swarmperf.sty` v1.0 — verify: (1) zero external deps (no fontspec, no minted, no TikZ, no shell-escape); (2) compiles with pdfLaTeX, XeLaTeX, and LuaLaTeX; (3) title page, block environments (note/tip/warning), booktabs tables, listings code blocks, theorem environments all work; (4) headers/footers display correctly; (5) demo-performance.tex compiles clean; (6) PDF size is significantly smaller than swarmbeauty demo | QA | **done** (9/10) | 2026-05-14 |
    59→| 37 | **FIX**: swarmperf.sty v1.1 — (1) `tipblock` and `warningblock` labels use `\color{spDark}` which is the same shade as body text — labels are nearly invisible. Fix: give each block a distinct label color (spGreen/spOrange) + left border rule. (2) Updated docs to emphasize compilation SPEED (3-9x faster), not PDF size. | Programmer | **done** | 2026-05-14 |
    60→| 22 | **FIX**: swarmbeauty.sty TOC regression — current v0.3.0 only renames TOC title via `\contentsname`. Lost the styled fonts/leaders from original tocloft. Restore using KOMA-native tocbasic: `\setkomafont{tocentry}{...}`, `\setkomafont{tocentrypagenumber}{...}`, `\DeclareTOCStyleEntry[indent=0pt]{default}{section}` etc. | Programmer | **done** | 2026-05-14 |
    61→| 23 | **RE-REVIEW**: Verify swarmbeauty.sty v0.3.1 TOC fix — styled entry fonts (section bold primary, subsection dark, subsubsection medium), colored dotted leaders, styled page numbers, no tocloft dependency | QA | **done** (revoked — see correction) | 2026-05-14 |
    62→| 24 | **FIX**: swarmbeauty.sty TOC styles not applying — `\DeclareTOCStyleEntry[tocline]` entries are silently ignored. Compiled PDF shows all TOC text in `sbDark` regular weight instead of the specified `sbPrimary` bold for sections, `sbSecondary` for page numbers, etc. Likely caused by `titlesec` package conflicting with KOMA tocbasic. Fix approach: (1) try removing `titlesec` and use KOMA's `\RedeclareSectionCommand` for section heading styling instead; (2) if `titlesec` must stay, try loading it AFTER the `\DeclareTOCStyleEntry` commands or use `\AfterPackage{titlesec}{...}`; (3) verify by compiling and checking the actual rendered TOC font/color, not just the code. | Programmer | **done** | 2026-05-14 |
    63→| 25 | **RE-REVIEW**: Verify swarmbeauty.sty v0.4.0 — titlesec removed, KOMA-native sections, TOC fonts/colors verified via PyMuPDF extraction, linkcolor=. fix, AutoFakeBold removed, section rules via sectionlinesformat | QA | **done** (revised to 7/10 — see note) | 2026-05-14 |
    64→| 30 | **FIX**: swarmbeauty.sty TOC layout issues — (1) vspace between TOC entries is wildly inconsistent (24pt to 76pt, should be uniform); (2) hspace between number and title is ~21pt for single-digit sections (numwidth=2.5em is oversized for "1" through "8"); (3) subsection numwidth=3em same problem. Fix: reduce numwidth values, add explicit `    ocbaseline` or `onstarredlevel` spacing, consider using `beforeskip`/`afterskip` in DeclareTOCStyleEntry for uniform line spacing. Compile and verify visually before marking done. | Programmer | **done** | 2026-05-14 |
    65→| 31 | **RE-REVIEW**: Verify swarmbeauty.sty v0.5.0 TOC layout fix — (1) vspace between entries now uniform (PyMuPDF: section→subsection 15.8pt, section→section 21.4pt, subsection→subsection 15.7pt); (2) numwidth reduced (section 2.5→1.5em, subsection 3→2.5em, subsubsection 3.5→3.0em); (3) parskip overridden inside TOC via `\BeforeStartingTOC`; (4) explicit beforeskip per level; (5) all previous v0.4.0 fixes intact | QA | **done** (removed — QA should not create self-assigned tasks) | 2026-05-14 |
    66→| 26 | Research spellcheck in LaTeX — is it possible to add real-time / compilation-time spellchecking? Evaluate options: `aspell`/`hunspell` integration via `scripts/`, `\spelling{}` Lua-based approaches, `lacheck`/`chktex` for syntax, `langsci-gb4e` spelling package, editor-side (latexmk) integration. Assess feasibility of red squiggly underlines in compiled PDF output. | Researcher | **done** | 2026-05-14 |
    67→| 27 | Implement spellcheck — integrate chosen spellcheck solution into the helper toolkit (Python script or Lua module). Must work with both themes. | Programmer | **done** | 2026-05-14 |
    68→| 28 | Style spellcheck output — if feasible, render misspelled words with red squiggly underlines in the compiled PDF (e.g., via Lua soul package, `\<soul>` underline trick, or TikZ annotations). Should be toggleable per-theme. | Programmer | **done** | 2026-05-14 |
    69→| 29 | QA: Review spellcheck — verify accuracy, performance impact, multilingual support, custom dictionary support, false positive rate. | QA | **done** (superseded by #82, #83) | 2026-05-14 |
    70→| 39 | **UPGRADE**: metrics.lua v3.0 — (1) Fix `included_files` always empty (open_read_file callback blocked by ltluatex); now parses .log file for file inclusions (144 files detected). (2) Fix PDF size under-reported (was 765 bytes, now 45900 — accurate). (3) Add document structure counters: sections, subsections, figures, tables, equations (parsed from .aux post-compilation). (4) Add word count estimate (~73 words). (5) Added `finalize_metrics()` to compile.py v2.3 for .aux parsing after TeX finishes. | Programmer | **done** | 2026-05-14 |
    71→| 40 | **QA**: Review metrics.lua v3.0 — verify: (1) included_files populated (not empty); (2) PDF size accurate (matches actual file); (3) structure counters correct (sections/figures/tables/equations); (4) word count reasonable; (5) no regression in beautiful/performance demos; (6) compile.py v2.3 finalize_metrics works | QA | **done** (8/10) | 2026-05-14 |
    72→| 41 | **FIX**: compile.py v2.3 finalize_metrics() — (1) `finalize_metrics()` blindly processes any existing `metrics-output.json` even when the current compilation did NOT use metrics.lua. Reproduced: compile metrics-test.tex (creates JSON), then compile demo-beautiful.tex (no metrics.lua) — finalize_metrics() corrupts the JSON by updating pdf_size with demo-beautiful.pdf's size while job_name still says "metrics-test". Fix: check that `job_name` in the JSON matches `tex_file.stem` before modifying, OR have metrics.lua write a sentinel/flag that finalize_metrics() checks, OR pass a flag from main() indicating whether metrics.lua was detected. (2) Remove ~55 lines of dead code: `parse_aux_for_structure()` in metrics.lua (lines 229-283) is defined but never called — structure counting was moved to compile.py's finalize_metrics(). (3) Duplicate `"end"` key in `LOG_SKIP_EXTENSIONS` table (lines 165 and 167). | Programmer | **done** | 2026-05-14 |
    73→| 42 | **RE-REVIEW**: Verify compile.py v2.4 + metrics.lua v3.1 — (1) `finalize_metrics()` now checks `job_name == tex_file.stem` before modifying JSON; verify: compile metrics-test.tex → compile demo-beautiful.tex → JSON still has metrics-test's original data (not corrupted); compile metrics-test.tex again → JSON updated correctly with matching job_name. (2) `parse_aux_for_structure()` dead code removed (~55 lines). Verify: `grep parse_aux_for_structure metrics.lua` returns nothing. (3) Duplicate `"end"` key removed from LOG_SKIP_EXTENSIONS. Verify: only one `end` entry remains. (4) No regressions: all 3 demos compile clean. | QA | **done** (9/10) | 2026-05-14 |
    74→| 43 | **FIX**: metrics.lua v3.1 stale comments — lines 349-363 contain contradictory documentation: "The finalize_metrics() function was removed. Structure counter parsing now happens inside collect_metrics() directly." and "Phase 2 runs inside collect_metrics() itself." Both are wrong — structure counters are parsed by compile.py's `finalize_metrics()` (Python), NOT by `collect_metrics()` (Lua). Lines 321-324 correctly state this. Fix: remove or correct the stale comments at lines 349-363 to match the actual architecture. | Programmer | **done** | 2026-05-15 |
    75→| 38 | **QA**: Review swarmperf.sty v1.1 — verify block label colors (tip=spGreen, warning=spOrange), left border rules on all 3 blocks, compilation speed, no regressions | QA | **done** (8/10) | 2026-05-14 |
    76→| 44 | **FIX**: swarmperf.sty v1.1 — (1) Header comment line 2 still says `(v1.0)`, should be `(v1.1)`. (2) Color palette comment line 47 says `5 colors` but there are now 7 (spGreen and spOrange added). (3) `demo-performance.tex` line 48 still mentions "and PDF output size" which contradicts the updated .sty docs emphasizing speed over size. Fix all three documentation inconsistencies. | Programmer | **done** | 2026-05-15 |
    77→| 45 | Create `swarmmin.sty` v1.0 — ultra-minimal performance theme. API-compatible with swarmbeauty (same command names: \swarmtitlepage, \code, \codeesc, \hltext, \emphtext, \colorrule, noteblock/tipblock/warningblock/dangerblock/exampleblock, theorem/definition/lemma, \swarmtoprule/\swarmmidrule/\swarmbottomrule, \sftitle/\sfsubtitle/\sfauthor/\sfdate). Design: lazy package imports (e.g. \usegraphics command that loads graphicx on demand, \useminted loads minted+tcolorbox), zero custom colors (use default black), zero custom layouts (minimal title page via plain \maketitle, no headers/footers), block environments as bare text markers (e.g. bold "TIP: " prefix, no tcolorboxes/minipages), no TOC styling, no section rule decorations. Must compile with pdfLaTeX, XeLaTeX, and LuaLaTeX. Goal: absolute minimum compilation time — every millisecond counts. Create demo-minimal.tex. | Programmer | **done** | 2026-05-15 |
    78→| 46 | **QA**: Benchmark `swarmmin.sty` vs `swarmperf.sty` — (1) Compile demo-minimal.tex and demo-performance.tex with pdfLaTeX, XeLaTeX, and LuaLaTeX (2 passes each, 3 runs, best result). (2) Report compilation times for both themes across all 3 engines. (3) Take screenshots of the first page of each compiled PDF. (4) Compare: is swarmmin significantly faster than swarmperf? By how much? (5) Visually confirm both render readable output (blocks work, code works, tables work). Send comparison images. | QA | **done** (5/10) | 2026-05-15 |
    79→| 47 | **REDO**: `swarmmin.sty` v2.0 — the v1.0 included `\useminted` (loads minted + tcolorbox), which is the opposite of minimalist. Remove `\useminted` entirely — no minted, no tcolorbox, no Pygments, no shell-escape, ever. Code blocks should use `listings` only (via `\uselistings`). Also: actually compile-test the result (run `scripts/setup.sh` if TeX Live is missing — NEVER skip compile testing). Update `demo-minimal.tex` to match. Must compile with pdfLaTeX, XeLaTeX, and LuaLaTeX. | Programmer | **done** | 2026-05-15 |
    80→| 48 | **FIX**: swarmperf.sty v1.2 — unified API across all 3 themes. (1) Added `\swarmtitlepage` command (was `\maketitle` only — kept as backward-compat alias). (2) Added `\swarmtoprule/\swarmmidrule/\swarmbottomrule` commands (was `\perftoprule` only — kept as backward-compat alias). (3) Rewrote theorem environments to use 2 mandatory args `{name}{label}` matching swarmbeauty's `\newtcbtheorem` API (was standard `\newtheorem` with 1 optional arg). Updated `demo-performance.tex` to use unified API. | Programmer | **done** | 2026-05-15 |
    81→| 49 | **RE-REVIEW**: Verify swarmperf.sty v1.2 unified API — (1) `\swarmtitlepage` works and `\maketitle` still works as alias; (2) `\swarmtoprule/\swarmmidrule/\swarmbottomrule` render correct booktabs rules; (3) theorem envs accept `\begin{theorem}{name}{label}` (2 mandatory args); (4) backward-compat aliases `\perftoprule/\perfmidrule/\perfbottomrule` still work; (5) demo-performance.tex compiles clean with all 3 engines; (6) no regressions vs v1.1 | QA | **done** (9/10) | 2026-05-15 |
    82→| 30 | Research wrapfig alternatives — compile a comprehensive list of ALL existing packages/macros/techniques for wrapping text around figures in LaTeX. Search CTAN, TeX StackExchange, LaTeX forums, blogs, etc. Do NOT evaluate or judge them yet — just catalog every option found with: name, last updated/maintained, CTAN link, brief one-liner of what it does. After listing, create individual TODOs for Programmer/QA to test each one. | Researcher | **done** | 2026-05-15 |
    83→| 50 | **TEST**: wrapfig2 (v7.0.2, 2025 fork of wrapfig) — Programmer: write a test .tex with a wrapfig2 figure near a page break, inside multicol, and inside itemize. Compile and report results. If it works better than wrapfig, document how. | Programmer | **done** (PASS) | 2026-05-15 |
    84→| 51 | **TEST**: wrapstuff (v0.3, modern paragraph-hooks approach, LaTeX >= 2021) — Programmer: write a test .tex with a wrapstuff figure near a page break, inside multicol, and inside itemize. Compile and report results. | Programmer | **done** (PASS) | 2026-05-15 |
    85→| 52 | **TEST**: floatflt (v1.34) — Programmer: write a test .tex with a floatflt figure near a page break, inside multicol, and inside itemize. Compile and report results. | Programmer | **done** (PARTIAL) | 2026-05-16 |
    86→| 53 | **TEST**: cutwin (v0.2, rectangular + arbitrary-shaped cutouts) — Programmer: write a test .tex with a cutwin figure near a page break, inside multicol, and inside itemize. Compile and report results. | Programmer | **done** (PARTIAL) | 2026-05-16 |
    87→| 54 | **TEST**: picinpar (v1.3a, paragraph windows) — Programmer: write a test .tex with a picinpar figure near a page break, inside multicol, and inside itemize. Compile and report results. | Programmer | **done** (PARTIAL) | 2026-05-16 |
    88→| 55 | **TEST**: insbox (v2.2, generic parshape wrapper) — Programmer: write a test .tex with an insbox figure near a page break, inside multicol, and inside itemize. Compile and report results. | Programmer | **done** (PARTIAL) | 2026-05-16 |
    89→| 56 | **TEST**: figflow (plain TeX \parshape approach) — Programmer: write a test .tex with a figflow figure near a page break, inside multicol, and inside itemize. Compile and report results. | Programmer | **done** (PARTIAL) | 2026-05-15 |
    90→| 57 | **TEST**: shapepar (\cutout for rectangular cutouts) — Programmer: write a test .tex with a shapepar cutout near a page break, inside multicol, and inside itemize. Compile and report results. | Programmer | **done** (PARTIAL) | 2026-05-15 |
    91→| 58 | **TEST**: paracol (v1.37, parallel columns) — Programmer: write a test .tex using paracol to simulate text wrapping (figure in one column, text in other). Test near page break. Compile and report results. | Programmer | **done** (PASS) | 2026-05-16 |
    92→| 59 | **QA**: Once Programmer has tested packages #50-#58, QA to cross-verify the most promising 2-3 results — compile the test .tex files yourself, visually inspect PDFs for breakage, and rate each package. | QA | **done** | 2026-05-16 |
    93→| 60 | **GATEKEEP**: Wrapfig fallback — custom implementation. **DO NOT look at this task until ALL of the following are true:** (1) Every test task #50-#58 has been completed by the Programmer. (2) QA has cross-verified the results in task #59. (3) NONE of the tested packages (wrapfig, wrapfig2, wrapstuff, floatflt, cutwin, picinpar, insbox, figflow, shapepar, paracol) passed ALL three hard constraints: (a) no breakage near page breaks, (b) correct behavior inside multicol, (c) correct behavior inside itemize/enumerate. If even ONE package passes all three, this task is unnecessary — mark it cancelled. Only if ALL alternatives have genuinely failed should this task be activated. Once activated: tell the Programmer to research and build a custom LuaLaTeX-based float wrapper from scratch, leveraging Lua callbacks and parshape primitives to handle page-break detection, multicol awareness, and list safety. The Programmer should write a new `.sty` package, create test files, and submit for QA review. | QA | **done** (conditions met — ACTIVATE) | 2026-05-15 |
    94→| 60 | **FEATURE**: compile.py v2.5 — add `--benchmark [N]` mode (default 5 runs). Cleans aux between runs for cold-start consistency. Reports per-run wall-clock time, best/worst/mean/median/stddev, page count, PDF size. Adds `--benchmark-json FILE` for machine-readable output. QA flagged missing benchmark flag in task #12 review — all previous benchmarking was manual. | Programmer | **done** (self-task) | 2026-05-15 |
    95→| 61 | **QA**: Verify Programmer's wrapfig2 test (task #50) — compile `src/test-wrapfig/test-wrapfig2.tex` yourself, inspect PDF for actual text wrapping behavior near page breaks, inside itemize, and with wraptext env. Check for errors/warnings in log. Rate accuracy of Programmer's PASS assessment. | QA | **done** (FAIL) | 2026-05-15 |
    96→| 62 | **QA**: Verify Programmer's wrapstuff test (task #51) — compile `src/test-wrapfig/test-wrapstuff.tex` yourself with pdfLaTeX and LuaLaTeX, inspect PDF for actual text wrapping behavior (right, left, page break, itemize, centered). Check that `type=figure` and `width=` options are used correctly. Rate accuracy of Programmer's PASS assessment. | QA | **done** (FAIL) | 2026-05-15 |
    97→| 64 | **FIX**: wrapstuff test (task #51) — QA found two issues: (1) Programmer's comm log claims itemize test is "PASS. List items wrap around figure" but only 2 of 5 items actually wrap (items 3-5 flow at full width because the 3cm figure only covers ~7 lines). The claim must be qualified: "PASS for basic wrapping, but figure height limits coverage — only the first ~2 items wrap when using a 3cm figure." (2) Programmer's comm log does not mention that `\linewidth` inside wrapstuff is redefined to the wrapping zone width (~127pt), making `\rule{0.3\linewidth}` produce a 38pt figure instead of the expected 108pt. This is correct wrapstuff behavior but should be documented so future readers understand why figures appear small. Fix the comm log to accurately describe both issues. | Programmer | **done** | 2026-05-16 |
    98→| 66 | **QA**: Verify Programmer's fix for wrapstuff comm log (task #64) — check that the task #51 comm log entry now accurately describes the itemize partial coverage and the \linewidth redefinition behavior. | QA | **done** (10/10) | 2026-05-16 |
    99→| 63 | **FIX**: wrapfig2 test (task #50) — QA found Test 4 (figure inside itemize) FAILS. 5 warnings: "Stationary wrapfigure forced to float" (lines 66-70). The wrapfigure was pushed out of the itemize environment entirely — list items flow at full width with no wrapping, and the figure caption appears detached on page 4. Programmer must fix the test: either (1) document that wrapfig2 cannot wrap inside itemize and re-rate as FAIL, or (2) restructure the test so the wrapfigure is OUTSIDE the itemize (e.g., before it) with text flowing into the list. Do NOT claim PASS without verifying actual wrapping in the PDF. | Programmer | **done** | 2026-05-16 |
   100→| 65 | **QA**: Verify Programmer's fix for wrapfig2 itemize test (task #63) — compile `src/test-wrapfig/test-wrapfig2.tex`, check that Test 4 is now labeled EXPECTED FAIL, Test 4b (figure before itemize) shows actual wrapping, and the comm log accurately describes the itemize limitation. | QA | **done** (10/10) | 2026-05-16 |
   101→| 69 | **QA**: Verify Programmer's picinpar test (task #54) — compile `src/test-wrapfig/test-picinpar.tex` with pdfLaTeX and LuaLaTeX, inspect PDF for actual wrapping. Verify: (1) Test 1 text wraps left of right image; (2) Test 2 text wraps right of left image; (3) Test 5 window inside itemize works; (4) Test 6 centered text wraps both sides. Note: Test 4 (itemize inside window) is EXPECTED FAIL — picinpar redefines \par which conflicts with \item. | QA | **done** (FAIL) | 2026-05-16 |
   102→| 68 | **QA**: Verify Programmer's cutwin test (task #53) — compile `src/test-wrapfig/test-cutwin.tex` with pdfLaTeX and LuaLaTeX, inspect PDF for actual wrapping. Verify: (1) Test 1 text wraps left of right-side image; (2) Test 2 text wraps right of left-side image; (3) Test 4 itemize items wrap within cutout; (4) Test 6 centered text wraps both sides. Note: cutwin parameter order is {numtop}{leftwidth}{rightwidth}{numcut} where leftwidth/rightwidth are TEXT widths, not margins. | QA | **done** (FAIL) | 2026-05-16 |
   103→| 67 | **QA**: Verify Programmer's floatflt test (task #52) — compile `src/test-wrapfig/test-floatflt.tex` yourself with pdfLaTeX and LuaLaTeX, inspect PDF for actual wrapping in Tests 1-4 (right, left, page break, figure before itemize). Check Test 5 produces the expected error. Note: floatflt uses `\everypar` hooks which may behave differently in LuaLaTeX. Verify the "colliding figures" warning. | QA | **done** (FAIL) | 2026-05-16 |
   104→| 70 | **FIX**: floatflt test (task #52) — QA found two issues: (1) Test 3 (tall figure near page break) is rated PASS but the figure does NOT actually span a page break. The 8cm figure sits entirely on page 3 — the `\vspace` pushes the floatingfigure to the next page, so no page-break crossing occurs. Re-rate as N/A (design limitation, same as cutwin). (2) Test 4 (figure before itemize) is rated PASS but the figure is invisible — "Floating figures 4 and 5 colliding" warning causes the figure to not render. Only 1 lipsum line wraps at reduced width (234pt), and ALL 5 itemize items are at full width (342pt) with no wrapping. Re-rate as FAIL. Fix the comm log for tasks #52 to accurately describe both issues. Also consider adding `\end{floatingfigure}` or a paragraph break before Test 5 to avoid the collision. | Programmer | **done** | 2026-05-16 |
